<div class=jp>あの図書館は日本の本が少なく、日本の新聞もなかったので、一度しか行かなかった。</div>;"<div class=jp> A-stem + く、－  The stem of an i-adjective (多い）+ く indicate that the sentece is ontinuing and functions like ""and"" in english. This grammar is used only in WRITTEN form, the -て form is used in speech. </div><br> That library didn't have many Japanese books, and it didn't have any Japanese newspaper either, so I only went there once."
<div class=jp> この地方は冬は雪が多く、夏はとても暑い。 </div>;"<div class=jp> A-stem + く、－  The stem of an i-adjective (多い）+ く indicate that the sentece is continuing and functions like ""and"" in english. This grammar is used only in WRITTEN form, the -て form is used in speech. </div><br> In this region, there is a lot of snow in the winter, and the summers are very hot."
<div class=jp> 昨日は友達とレストランで晩御飯を食べ、その後、映画を見に行った。 </div>;"<div class=jp> V-masu, --  The masu stem of a verb indicate that the sentence is continuing. That is, it functions like the english ""and."" This use of grammar is only for WRITTEN passages and FORMAL SPEECH; the ーて form is used for this purpose in typical spoken language. </div><br> Yesterday I ate lunch at a restaurant with friends, and after that we went to see a movie."
<div class=jp> 晩御飯はたいてい家で食べますが、時々友達とレストランに行くこともあります。 </div>;<div class=jp> V-plain-nonpast こともある。 V-plain-nonpast こともある is used when something occurs (or someone does something) occasionally, and the も implies that something else may also occur. ***DO NOT CONFUSE with V-plain.PAST ことがある which states previous experience. </div><br> I usually eat dinner at home, but there are times when I go out to eat with friends, too.
<div class=jp> 文法の説明を読んでもわからないことがある。そんな時は先生に聞きに行くことにしている。</div>;<div class=jp> V-plain-nonpast ことがある。 Used to indicated when something occurs (or someone does something) occassionally.  ***DO NOT CONFUSE with V-plain.PAST ことがある which states previous experience. </div><br> Sometimes I can't understand the grammar even when I read the explanation. When that happens, I make it a habit to go ask my teacher.
<div class=jp> ハワイは1年中気温が高いけれど、高い山では雪が降ることもあるそうだ。</div>;<div class=jp> V-plain-nonpast こともある。 V-plain-nonpast こともある is used when something occurs (or someone does something) occasionally, and the も implies that something else may also occur. ***DO NOT CONFUSE with V-plain.PAST ことがある which states previous experience. </div><br> Hawaii is warm all year around, but I hear that there are times when it snows in the high mountains.
<div class=jp> 週末はたいてい両親の家に帰るが、忙しくて帰られないこともある。 </div>;<div class=jp> V-plain-nonpast こともある。 V-plain-nonpast こともある is used when something occurs (or someone does something) occasionally, and the も implies that something else may also occur. ***DO NOT CONFUSE with V-plain.PAST ことがある which states previous experience. </div><br> I usually go home to my parent's house on weekends, but there are times when I get busy and can't go home.
<div class=jp> 文法の説明を読んでも分からないことがある </div>;<div class=jp> V-plain-nonpast ことがある。 Used to indicated when something occurs (or someone does something) occassionally.  ***DO NOT CONFUSE with V-plain.PAST ことがある which states previous experience. </div><br> Sometimes I don't understand the grammar explanation even though I read it.
<div class=jp> 日本人が大好きな桜の花がいつ頃咲くかは、場所によって違います。 </div>;<div class=jp> Question wordかはNによって違う。 This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> The approximate blooming time for Sakura, beloved by the Japanese, differs depending on location
<div class=jp> 性格(character)は人によって違います。 </div>;<div class=jp> NかはN2によって違う。  This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> Character differs depending on the person.
<div class=jp> 何歳で運転免許が取れるかは、国によって違うようです。</div>;<div class=jp> NかはN2によって違う。  This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> It seems that the age at which you can get your driver's license differs depending on the country.
<div class=jp> 私にとって、読み物が難しいかどうかは、漢字の多さによります。 </div>;"<div class=jp> ーかどうかは、N2による。 Whether ー or not depends on N2.  This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> To me, whether I find a book difficult or not depends on the ""numerousness"" of the kanji."
<div class=jp> 授業料をいくら払わなくてはいけないかは、大学によって違う。 </div>;<div class=jp> NかはN2によって違う。  This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> How much tuition you have to pay differs depending on the university.
<div class=jp> どの大学に留学するかは、もらえる奨学金による。 </div>;<div class=jp> ーかは、N2による。 Whether ー or not depends on N2.  This structure is used to indicate that something differs depending on the situation, location, time, etc. </div><br> Where (lit. at what university) I study abroad depends on how big a scholarship I can get.
<div class=jp> この地方では、１１月になると雪が降り始めます。 </div>;"<div class=jp> V-masu　始める。  始める in this use is an auxiliary verb meaning ""begin to V."" </div><br> When it turns November in this region, snow begins to fall."
<div class=jp> 私の弟は1歳の時、歩き始めました。そして、1歳半になった時、話し始めました。</div>;"<div class=jp> V-masu　始める。  始める in this use is an auxiliary verb meaning ""begin to V."" </div><br> My little brother started walking when he was one year old. He started talking when he was one and a half."
<div class=jp> 毎晩コーラスぶの練習があるので、勉強をし始めるのはいつも10時過ぎだ。</div>;"<div class=jp> V-masu　始める。  始める in this use is an auxiliary verb meaning ""begin to V."" </div><br> Because I have practice at chorus club every night, I always start studying after 10:00."
<div class=jp> 友達へのプレゼント </div>;<div class=jp> N(particle)　のN2  The のmust be present in this grammar usage because it indicates that the N(particle) modifies N2. Without の, the N(particle) otherwise N(part) seems to modify the predicate in the clause. i.e. compare 先生とミーチングに行けない。(I can't go to meet the teacher) and 先生とのミーチングに行けない。(I can't go to the meeting with the teacher). </div><br> a present for a friend.
<div class=jp> 日本での仕事 </div>;<div class=jp> The のmust be present in this grammar usage because it indicates that the N(particle) modifies N2. Without の, the N(particle) otherwise N(part) seems to modify the predicate in the clause. i.e. compare 先生とミーチングに行けない。(I can't go to meet the teacher) and 先生とのミーチングに行けない。(I can't go to the meeting with the teacher). </div><br> a job in Japan
<div class=jp> 先生とのミーティング </div>;<div class=jp> The のmust be present in this grammar usage because it indicates that the N(particle) modifies N2. Without の, the N(particle) otherwise N(part) seems to modify the predicate in the clause. i.e. compare 先生とミーチングに行けない。(I can't go to meet the teacher) and 先生とのミーチングに行けない。(I can't go to the meeting with the teacher). </div><br> a meeting with the teacher
<div class=jp> 八時からのぱーティ。 </div>;<div class=jp> The のmust be present in this grammar usage because it indicates that the N(particle) modifies N2. Without の, the N(particle) otherwise N(part) seems to modify the predicate in the clause. i.e. compare 先生とミーチングに行けない。(I can't go to meet the teacher) and 先生とのミーチングに行けない。(I can't go to the meeting with the teacher). </div><br> a party which starts at 8.
<div class=jp> 京都までの新幹線(しんかんせん）の切符（きっぷ） </div>;<div class=jp> The のmust be present in this grammar usage because it indicates that the N(particle) modifies N2. Without の, the N(particle) otherwise N(part) seems to modify the predicate in the clause. i.e. compare 先生とミーチングに行けない。(I can't go to meet the teacher) and 先生とのミーチングに行けない。(I can't go to the meeting with the teacher). </div><br> a Shinkansen (bullet train) ticket to kyoto
<div class=jp> 世界で一番長い川はナイルだと言われているが、アマゾン川だと言う人もいる。 </div>;"<div class=jp> ーはSentence-plainと言われているがX  ""Sentence-plain"" is said to be ー、but X  This structure is used to introduce something commonly said about something or someone. </div><br> The Nile river is said to be the longest river in the world, but there are also people who say it is the Amazon river."
<div class=jp> 道後温泉は日本の一番古い温泉で、３０００年の歴史があると言われています。 </div>;<div class=jp> ーはS-plainと言われている。 It is said that ーis S-plain。 </div><br> It is said that the Dougo Onsen, with 3000 years of history, is the oldest onsen in Japan.
<div class=jp> 「電気の町」秋葉原は、最近「お宅の町」だとも言われている。</div>;"<div class=jp> ーはS-plainと言われている。 It is said that ーis S-plain。 </div><br> Akihabara used to be called ""Electronics Town"", but now it's called ""Otaku Town"""
<div class=jp> 風を引いたときはビタミンCをたくさん撮るといいと言われている。</div>;<div class=jp> ーはS-plainと言われている。 It is said that ーis S-plain。 </div><br> They say it's good to take lots of vitamin C when you get a cold.
<div class=jp> 日本の名所と言えば、温泉も忘れることはできません。 </div>;"<div class=jp> ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker. </div><br> Speaking of ""famous places of Japan,"" you can't forget about onsens."
<div class=jp> 昔話と言えば、昨日「桃太郎」紙芝居を見ましたよ。</div>;"<div class=jp> ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker. </div><br> Speaking of folk tales, yesterday I saw a ""Kamishibai"" performance of Momotarou."
<div class=jp> 道子さんと言えば、来月田中さんと結婚する効きましたが、本当ですか。</div>;"<div class=jp> ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker. </div><br> Speaking of Michiko, I heard that she's getting married to Mr. Tanaka next month. Is it true?"
<div class=jp>番港と言えば、山の上から見る夜の景色が素晴らしいそうですね。</div>;"<div class=jp> ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker. </div><br> Speaking of Hong Kong, I hear that the view at night from the of the hill (lit. mountain) is wonderful."
<div class=jp> 週末はたいてい洗濯とか掃除（とか）をします。 </div>;<div class=jp> ーとか（－とか） とかis used to list examples non-exhaustively. It is similar to や in meaning when the examples listed are nouns. When 2+ examples are used the final とか is optional if followed by a particle as seen in this example. It is otherwise MANDATORY. </div><br> On weekends I usually do stuff like laundry and cleaning.
<div class=jp> フィンランド語とかトルコ語とか、みんながあまり勉強してない言葉を勉強してみたい。</div>;<div class=jp> ーとか（－とか） とかis used to list examples non-exhaustively. It is similar to や in meaning when the examples listed are nouns. When 2+ examples are used the final とか is optional if followed by a particle as seen in this example. It is otherwise MANDATORY. </div><br> I want to try studying a language not many people learn, like Finnish or Turkish.
<div class=jp> 漢字を覚える時は、フラッシュカードを作るとか、何回も書くとかするといいです。 </div>;<div class=jp> ーとか（－とか） とかis used to list examples non-exhaustively. The final とか is MANDATORY because it is followed by する.  NOTE: UNLIKE や、とか can be used to list verb phrases, as seen here. </div><br> When trying to memorize kanji, making flashcards and writing them over and over is good to do.
<div class=jp> パソコンというのは、パーソナルコンピュータのことです。 </div>;"<div class=jp> ーというのはNのことだ。 The meaning of ー is N.  This structure is used to provide a meaning or definition of a word or phrase. </div><br> The meaning of ""persocon"" is ""personal computer."""
<div class=jp> すみません。学生証（がくせいしょう）というのは、何のことですか？ </div>;"<div class=jp> Nというのは、何のことですか。 What does N mean?/What is the meaning of N? </div><br> I'm sorry, what does ""gakuseishou"" mean?"
<div class=jp> 学生証というのは、Student IDのことですよ。</div>;"<div class=jp> Nというのは、何のことです。 X means …; The meaning of X is... </div><br> It means ""student ID""."
<div class=jp> 行事というのは、季節（きせつ）で決まった時に特別に何かを行うことです。 </div>;"<div class=jp> Nというのは、－という意味です  the meaning of N is ー。 </div><br> The meaning of ""gyouji"" is a special, decided upon time of the season when something special occurs."
<div class=jp> 留学するというのは、外国で勉強するということだ。</div>;"<div class=jp> Nというのは、何のことです。 X means …; The meaning of X is... </div><br> Ryuugakusuru means to study in a foreign country."
<div class=jp> 「話せる」というのは、「話すことができる」という意味だ。</div>;"<div class=jp> Nというのは、－という意味です  the meaning of N is ー。 </div><br> Hanaseru means ""to be able to speak""."
<div class=jp> 日本語はひらがなだけでなく、カタカナや漢字も覚えなくてはいけません。 </div>;<div class=jp> N1 だけでなく、N2(prt)も  not only N1, but N2 also </div><br> For Japanese, not only hiragana, but katakana and kanji must also be memorized.
"<div class=jp> 「すみません」は、""I'm sorry"" という意味だけでなく、""excuse me""　という意味もあります。 </div>";"<div class=jp> Sだけでなく、N(prt)も  Not just S is true, but also N </div><br> sumimasen doesn't only mean ""I'm sorry,"" it also means ""excuse me."""
<div class=jp> 京都は古いお寺があるだけでなく、きれいな景色でも有名です。</div>;<div class=jp> Sだけでなく、N(prt)も  Not just S is true, but also N </div><br> Kyoto is famous not just for its old temples, but also for its beautiful scenery.
<div class=jp> このアパートは駅から近くて便利なだけじゃなくて、家賃も安いから、借りることにした。</div>;<div class=jp> Sだけでなく、N(prt)も  Not just S is true, but also N </div><br> Not only is this apartment conveniently close to the train station, but the rent's cheap, too, so I've decided to rent it.
<div class=jp> その映画は面白いだけじゃなくて、音楽もいいよ。</div>;<div class=jp> Sだけでなく、N(prt)も  Not just S is true, but also N </div><br> Not only is the movie interesting, the film's music is good, too.
<div class=jp> 宮崎駿（みやざき・はやお）のアニメって、いいよね。 </div>;"<div class=jp> -Nって  As for N; Speaking of N- </div><br> As for Hayao, Miyazaki's anime, they're good aren't they?"
<div class=jp> 田中さんの嫌いな食べモノって何？</div>;"<div class=jp> -Nって  As for N; Speaking of N- </div><br> What food don't you like, Mr. Tanaka? / What food doesn't Mr. Tanaka like?"
<div class=jp> 道子さんの出身って、どこ？</div>;"<div class=jp> -Nって  As for N; Speaking of N- </div><br> Where are you from, Michiko? / Where's Michiko from?"
<div class=jp> 漢字って、覚えてもすぐ忘れちゃうよね。</div>;"<div class=jp> -Nって  As for N; Speaking of N- </div><br> Kanji are like that - you forget them almost as soon as you've memorized them, don't you?"
<div class=jp> 田中さん、５時に来るって言ってたけど、まだ来ないね。 </div>;<div class=jp> S/Nって言う say that S/N  って is the informal colloquial form of the quotative marker と </div><br> Mr. Tanaka said he'd come around 5:00, but he still hasn't come, has he?
<div class=jp> 明日はテストがないって聞いたけど、本当？ </div>;<div class=jp> S/Nって聞く heard that S/N  って is the informal colloquial form of the quotative marker と </div><br> I heard there isn't a test tomorrow, but is that true?
<div class=jp> ここに「静かにして下さい」って書いてあるのが見えませんか。 </div>;<div class=jp> S/Nって書く S/N is written...  って is the informal colloquial form of the quotative marker と </div><br> Please be quiet is written right here, can't you see it?
<div class=jp> 僕の名前は「つとむ」だけど、友達は「トム」って呼ぶんだ。 </div>;"<div class=jp> S/Nって呼ぶ ...called S/N  って is the informal colloquial form of the quotative marker と </div><br> My name is ""tsutomu,"" but my friends call me ""tom."""
<div class=jp> 「桃太郎」っていう話、聞いたことある？ </div>;"<div class=jp> N1っていうN2  The N2 called N1.  って is the informal colloquial form of the quotative marker と </div><br> Have you heard the story called ""Momotarou?"""
<div class=jp> 日本語は〜話す相手によって話し方を変えなければいけないことがあります。 </div>;"<div class=jp> V-nai(なければいけない）。 　Expresses idea of obligation (i.e. have to; must; should). ""いけない”　 is used when the sense of obligation is directed towards the hearer, in the sense of ""you (all) should..."" </div><br> There are times in Japanese when you have to change the way you speak based on the partner you're talking to."
<div class=jp> まだちょっとしなきゃなんあいことがあるんだ。 </div>;"<div class=jp> V-nai (なきゃなんあい。)   used to indicate a sense of obligation. It is the very contracted form of なければならない　(ー＞なきゃならない　ー＞なきゃなんない。) use of ならない indicates the speakers own sense of obligation (I have to; must; should) </div><br> I still have some things to do."
<div class=jp> 調べなきゃならないことがあるので、図書館に行って来る。 </div>;<div class=jp> (V-nai) (なきゃならない）。 expresses idea of personal obligation (because of naranai). It is shortened from  なければならない　(ー＞なきゃならない　ー＞なきゃなんない。) </div><br> I have things I have to research so I'm going to the library.
<div class=jp> 病院に行って来なくちゃなんない。 </div>;<div class=jp> V-nai (なくちゃなんない）  expresses personal sense of obligation (due to naranai). It is shortened from なくてはならないー＞なくちゃならないー＞なくちゃなんない。 </div><br> I have to go to the hospital.
<div class=jp> 明日はもっと早く起きなくちゃ。 </div>;<div class=jp> V-nai なくちゃ。 Expresses obligation. Shortened from なくては。 In the sentence final position the いけない／ならない　can be dropped. </div><br> I have to wake up earlier tomorrow.
<div class=jp> 今学期は日本語やアジアの歴史などのクラスを取っています。 </div>;<div class=jp> N1 や　N2　など　（の／、）N3  など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases. </div><br> This semester I am taking classes such as Japanese and Asian history.
<div class=jp> 日本の食べ物の中では、寿司やてんぷらなどがす好きです。 </div>;<div class=jp> N1 や　N2　など  N1, N2, among others.-- など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases. </div><br> Among Japanese foods, I like sushi, tempura and others.
<div class=jp> 漢字は日本語の勉強で最も大切なものの一つです。 </div>;<div class=jp> の一つです。 NはNP　{一つ／一人）だ。 X is one of the ~. </div><br> Kanji is one of the most important things in the study of Japanese.
<div class=jp> 読書は私が一番好きなことの一つだ。 </div>;<div class=jp> NはNPの一つだ。 N is one of NP. </div><br> Reading is one of my favorite things.
<div class=jp> モーツアルトは、最も人気がある差客か（さきゃくか=composer)の一人だ。 </div>;<div class=jp> NはNPの一つだ。 N is one of NP. </div><br> Mozart is one of the most famous composers.
<div class=jp> あなたにとって、一番大切な人は誰ですか。 </div>;"<div class=jp> Nにとって This means ""to X; for X"" in a context where something (or someone) is important/useful/good/necessary/difficult etc. to X. X is usually a person, geographic unit or organization. </div><br> Who is the most important person to you?"
<div class=jp> ペンの代わりに鉛筆（えんぴつ）を使って書いてください。 </div>;<div class=jp> Nの代わりに is used to present something/someone that is replacing or has replaced something/someone. </div><br> Use a pencil instead of a pen to write, please.
<div class=jp> 母が病気だったので、（母の）代わりに私が晩ご飯を作ります。 </div>;<div class=jp> Nの代わりに is used to present something/someone that is replacing or has replaced something/someone. When the context is clear, the Nの can be omitted, as we see here. </div><br> Because mom is ill, I'll be making dinner instead.
<div class=jp> 父は家族のためにいっしょうけんめい働いている。 </div>;"<div class=jp> N/non-past,plain V (のために) indicates either purpose or reason/cause, and in certain contexts connotes ""for the benefit,"" which is the case here. It can translate to ""in order to; for the purpose of; for; for the sake of"" </div><br> Father works his hardest for the sake of his family."
<div class=jp> 日本の会社で働きたいと思うている。そのためにはもっと日本語が上手にならなくては行けない。 </div>;"<div class=jp> N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"" </div><br> I want to work at a Japanese company. For that purpose, I need to become more skilled at Japanese."
<div class=jp> コンピュータが壊れたために、レポートが書きませんでした。 </div>;<div class=jp> past,plainV のため（に） indicates cause or reason. It is more formal that から and ので。 </div><br> Because my computer broke, I didn't write my report.
<div class=jp> 勉強が忙しいため、友達と合う時間がない。 </div>;<div class=jp> ~(na) adjectiveのため（に） indicates cause or reason. It is more formal that から and ので。 </div><br> Because I'm busy with my studies, I don't have time to meet with my friends.
<div class=jp> トムさんは日本語が上手なため、ときどき通訳（つうやく=interpreter) を頼まれる（たのまれる）。 </div>;<div class=jp> ~(i) adjective のため（に） indicates cause or reason. It is more formal that から and ので。 </div><br> Due to Tom being good at Japanese, he is sometimes asked to be an interpreter.
<div class=jp> 九州か四国へ行く。 本か雑誌が（ある）。 友達か家族と旅行に行く。 </div>;<div class=jp> N1 か N2 (Prt)  is used to present two alternatives. In the case that the second alternative has a particle, the second か is dropped, as here. </div><br> I will go either to kyushu or shikoku. There are either books or magazines. I will go travel with either my friends or family.
<div class=jp> その店がおいしかったかまずかったか覚えていますか。 </div>;"<div class=jp> AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"" </div><br> Do you remember whether (the food at) that store was delicious or bad?"
<div class=jp> その店、おいしいんでしょ。 </div>;"<div class=jp> ~でしょ is the shortened version of ~でしょう　which with a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture. Women traditionally use でしょう （the polite version of だろう）and in casual conversation it is shortened to でしょ。 </div><br> That restaraunt is pretty good, isn't it?"
<div class=jp> このケーキ、おいしいだろう。 </div>;"<div class=jp> ~だろうwith a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture.　Men use だろう, which is the informal of でしょう。In casual conversation the final う　tends to drop. </div><br> This cake is good, isn't it?"
<div class=jp> これは、１年生の学生によく見られる間違いです。 </div>;"<div class=jp> Nが見られる。 uses the passive form of 見る which is ""be observed,"" and also ""can observe/see."" Directly means: (something) is observed; (one) can see/observe </div><br> This is a mistake that can often be observed among first year students."
<div class=jp> 日本人の友達ができてから、日本語が上手に話せるようになった。 </div>;"<div class=jp> V.plain.nonpast.(often volitional form, as here) ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does (or can do) something or does not (or cannot do) something. Meaning: ""come to (be able to) </div><br> Ever since making Japanese friends, I have come to be able to speak Japanese more skillfully."
<div class=jp> 話すようになる </div>;"<div class=jp> V.plain.nonpast.(often volitional form, as here) ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does (or can do) something or does not (or cannot do) something. Meaning: ""come to (be able to) </div><br> come to be able to speak"
<div class=jp> 話さないようになる </div>;"<div class=jp> V.plain.nonpast.negative ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does not (or cannot do) something. Meaning: ""Not V now;"" Not V anymore""  Vなくなる and Vないようになる are synonymous, but the latter indicates a more gradual change. </div><br> come to not speak now/anymore."
<div class=jp> 父は病気になってから、お酒を飲まないようになった。 </div>;"<div class=jp> V.plain.nonpast.negative ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does not (or cannot do) something. Meaning: ""Not V now;"" Not V anymore""  Vなくなる and Vないようになる are synonymous, but the latter indicates a more gradual change. </div><br> Since father became ill, he has come to not drink sake anymore."
<div class=jp> 同じ感じまた間違えた。 </div>;"<div class=jp> また また、S meaning: ""again; once again"" </div><br> I got the same kanji wrong again."
<div class=jp> この本は面白く、また、勉強にもなる。 </div>;"<div class=jp> また また、S Meaning: ""also; as well; additionally; moreover; in addition"" </div><br> This book is interesting, moreover, it is educational."
<div class=jp> 海外旅行に行く前にパスポートを取る必要があります。 </div>;"<div class=jp> V.plain.nonpast 必要がある。 Indicates the necessity of doing something. Meaning: ""it is necessary to V;"" ""must V;"" ""have to V"" </div><br> Before traveling overseas it is necessary to get a passport."
<div class=jp> 私の国では日本に旅行に行く時、旅行ビザを取る必要はない。 </div>;"<div class=jp> V.nonpast.plain必要はない。 indicates the lack of necessity to do something. は is common with the negative ending. Meaning: ""It is not necessary to V;"" ""there is no need to V;"" ""don't have to V."" </div><br> As for my country, when traveling to Japan it is not necessary to get a travel Visa."
<div class=jp> 雨の場合はテニスの試合はない。その場合、チケットは次の試合に使うことが出来る。 </div>;"<div class=jp> Nの場合（は／には） DemA(この、その、etc)場合 場合 is a noun meaning ""case, occasion, situation,"" but with a modifier it forms an adverbial phrase/clause meaning ""when, if, in case."" 時　can be used in place of 場合 when it does not refer to a *specific* time/occasion. </div><br> If it rains there won't be a tennis match. In that case, you can use your ticket for the next match."
<div class=jp> 分からない（時／場合）は、言って下さい。 </div>;"<div class=jp> Vnonpast.plain場合（に／には）  場合 is a noun meaning  ""case, occasion, situation,"" but with a modifier it forms an adverbial phrase/clause meaning ""when, if, in case."" 時　can be used in place of 場合 when it does not refer to a *specific* time/occasion. </div><br> If you don't understand, please say so."
<div class=jp> 私が取っているのは、中国語ではなくて日本語です。 </div>;<div class=jp> N1(では／じゃ）なく（て）N2 N1/N2 could also be phrases.  Is used to indicate a certain piece of info is wrong and, following that, provide the correct info. ではなくて　is used in written language. じゃなくて is used in spoken language. </div><br> What I'm taking is Japanese, not Chinese.
<div class=jp> Q）ここですか。 A)　いいえ、ここじゃなくて、あそこです。 </div>;<div class=jp> N1(では／じゃ）なく（て）N2 Is used to indicate a certain piece of info is wrong and, following that, provide the correct info. ではなくて　is used in written language. じゃなくて is used in spoken language. </div><br> Q) Is it here? A) No, it isn't here, it's over there.
