日本の名所と言えば、温泉も忘れることはできません。;"Speaking of ""famous places of Japan,"" you can't forget about onsens.";"ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker."
 昔話と言えば、昨日「桃太郎」紙芝居を見ましたよ。;"Speaking of folk tales, yesterday I saw a ""Kamishibai"" performance of Momotarou.";"ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker."
道子さんと言えば、来月田中さんと結婚すると聞きましたが、本当ですか。;Speaking of Michiko, I heard that she's getting married to Mr. Tanaka next month. Is it true?;"ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker."
番港と言えば、山の上から見る夜の景色が素晴らしいそうですね。;Speaking of Hong Kong, I hear that the view at night from the of the hill (lit. mountain) is wonderful.;"ーと言えば。 Literally means ""if you say that--,"" but translates better as ""Speaking of..."" and is used to present, as the topic, something or someone related to what has just been mentioned by the hearer or speaker."
週末はたいてい洗濯とか掃除（とか）をします。;On weekends I usually do stuff like laundry and cleaning.;ーとか（－とか） とかis used to list examples non-exhaustively. It is similar to や in meaning when the examples listed are nouns. When 2+ examples are used the final とか is optional if followed by a particle as seen in this example. It is otherwise MANDATORY.
フィンランド語とかトルコ語とか、みんながあまり勉強してない言葉を勉強してみたい。;I want to try studying a language not many people learn, like Finnish or Turkish.;ーとか（－とか） とかis used to list examples non-exhaustively. It is similar to や in meaning when the examples listed are nouns. When 2+ examples are used the final とか is optional if followed by a particle as seen in this example. It is otherwise MANDATORY.
漢字を覚える時は、フラッシュカードを作るとか、何回も書くとかするといいです。;When trying to memorize kanji, making flashcards and writing them over and over is good to do.;ーとか（－とか） とかis used to list examples non-exhaustively. The final とか is MANDATORY because it is followed by する.  NOTE: UNLIKE や、とか can be used to list verb phrases, as seen here.
パソコンというのは、パーソナルコンピュータのことです。;"The meaning of ""persocon"" is ""personal computer.""";ーというのはNのことだ。 The meaning of ー is N.  This structure is used to provide a meaning or definition of a word or phrase.
すみません。学生証（がくせいしょう）というのは、何のことですか？;"I'm sorry, what does ""gakuseishou"" mean?";Nというのは、何のことですか。 What does N mean?/What is the meaning of N?
学生証というのは、Student IDのことですよ;"It means ""student ID"".";Nというのは、何のことですか。 What does N mean?/What is the meaning of N?
行事というのは、季節（きせつ）で決まった時に特別に何かを行うことです。;"The meaning of ""gyouji"" is a special, decided upon time of the season when something special occurs.";Nというのは、－という意味です  the meaning of N is ー。
留学するというのは、外国で勉強するということだ。;Ryuugakusuru means to study in a foreign country.;Nというのは、何のことですか。 What does N mean?/What is the meaning of N?
「話せる」というのは、「話すことができる」という意味だ。;"Hanaseru means ""to be able to speak"".";Nというのは、－という意味です  the meaning of N is ー。
日本語はひらがなだけでなく、カタカナや漢字も覚えなくてはいけません。;For Japanese, not only hiragana, but katakana and kanji must also be memorized.;N1 だけでなく、N2(prt)も  not only N1, but N2 also
"「すみません」は、""I'm sorry"" という意味だけでなく、""excuse me""　という意味もあります。";"sumimasen doesn't only mean ""I'm sorry,"" it also means ""excuse me.""";Sだけでなく、N(prt)も  Not just S is true, but also N
京都は古いお寺があるだけでなく、きれいな景色でも有名です。;Kyoto is famous not just for its old temples, but also for its beautiful scenery.;Sだけでなく、N(prt)も  Not just S is true, but also N
 このアパートは駅から近くて便利なだけじゃなくて、家賃も安いから、借りることにした。;Not only is this apartment conveniently close to the train station, but the rent's cheap, too, so I've decided to rent it.;Sだけでなく、N(prt)も  Not just S is true, but also N
 その映画は面白いだけじゃなくて、音楽もいいよ。;Not only is the movie interesting, the film's music is good, too.;Sだけでなく、N(prt)も  Not just S is true, but also N
宮崎駿（みやざき・はやお）のアニメって、いいよね。;As for Hayao, Miyazaki's anime, they're good aren't they?;"-Nって  As for N; Speaking of N-"
田中さん、５時に来るって言ってたけど、まだ来ないね。;Mr. Tanaka said he'd come around 5:00, but he still hasn't come, has he?;S/Nって言う say that S/N  って is the informal colloquial form of the quotative marker と
道子さんの出身って、どこ？;Where are you from, Michiko? / Where's Michiko from?;S/Nって言う say that S/N  って is the informal colloquial form of the quotative marker と
 漢字って、覚えてもすぐ忘れちゃうよね。; Kanji are like that - you forget them almost as soon as you've memorized them, don't you?;S/Nって言う say that S/N  って is the informal colloquial form of the quotative marker と
 田中さん、５時に来るって言ってたけど、まだ来ないね。;Mr. Tanaka said he'd come around 5:00, but he still hasn't come, has he?;S/Nって言う say that S/N  って is the informal colloquial form of the quotative marker と
明日はテストがないって聞いたけど、本当？;I heard there isn't a test tomorrow, but is that true?;S/Nって聞く heard that S/N  って is the informal colloquial form of the quotative marker と
ここに「静かにして下さい」って書いてあるのが見えませんか。;Please be quiet is written right here, can't you see it?;S/Nって書く S/N is written...  って is the informal colloquial form of the quotative marker と
僕の名前は「つとむ」だけど、友達は「トム」って呼んだ。;"My name is ""tsutomu,"" but my friends call me ""tom.""";S/Nって呼ぶ ...called S/N  って is the informal colloquial form of the quotative marker と
「桃太郎」っていう話、聞いたことある？;"Have you heard the story called ""Momotarou?""";N1っていうN2  The N2 called N1.  って is the informal colloquial form of the quotative marker と
日本語は〜話す相手によって話し方を変えなければいけないことがあります。;There are times in Japanese when you have to change the way you speak based on the partner you're talking to.;"V-nai(なければいけない）。 　Expresses idea of obligation (i.e. have to; must; should). ""いけない”　 is used when the sense of obligation is directed towards the hearer, in the sense of ""you (all) should..."""
まだちょっとしなきゃなんないことがあるんだ。;I still have some things to do.;"V-nai (なきゃなんない。)   used to indicate a sense of obligation. It is the very contracted form of なければならない　(ー＞なきゃならない　ー＞なきゃなんない。) use of ならない indicates the speakers own sense of obligation (I have to; must; should)"
国民はみんな税金を払わなければなりません。;All citizens have to pay taxes.;"V-nai (なきゃなんない。)   used to indicate a sense of obligation. It is the very contracted form of なければならない　(ー＞なきゃならない　ー＞なきゃなんない。) use of ならない indicates the speakers own sense of obligation (I have to; must; should)"
この（　）に入れるのは、助詞でなくてはいけません。;What you insert within this (    ) must be a particle.;"(V-nai) (なければいけない）。 Expresses idea of obligation (i.e. have to; must; should). ""いけない”　 is used when the sense of obligation is directed towards the hearer, in the sense of ""you (all) should..."""
調べなきゃならないことがあるので、図書館に行って来る。;I have things I have to research so I'm going to the library.;(V-nai) (なきゃならない）。 expresses idea of personal obligation (because of naranai). It is shortened from  なければならない　(ー＞なきゃならない　ー＞なきゃなんない。)
郵便局に行って来なくちゃんないから、ちょっとここで待ってて。;I've gotta run to the post office, so wait here for a sec.;V-nai (なくちゃなんない）  expresses personal sense of obligation (due to naranai). It is shortened from なくてはならないー＞なくちゃならないー＞なくちゃなんない。
今朝、朝寝坊してクラスに遅れちゃったから、明日はもっと早く起きなくちゃ。;This morning I overslept and ended up being late for class, so I've gotta wake up earlier tomorrow.;V-nai なくちゃ。 Expresses obligation. Shortened from なくては。 In the sentence final position the いけない／ならない　can be dropped.
病院に行って来なくちゃなんない。;I have to go to the hospital.;V-nai (なくちゃなんない）  expresses personal sense of obligation (due to naranai). It is shortened from なくてはならないー＞なくちゃならないー＞なくちゃなんない。
明日はもっと早く起きなくちゃ。;I have to wake up earlier tomorrow.;V-nai なくちゃ。 Expresses obligation. Shortened from なくては。 In the sentence final position the いけない／ならない　can be dropped.
今学期は日本語やアジアの歴史などのクラスを取っています。;This semester I am taking classes such as Japanese and Asian history.;N1 や　N2　など　（の／、）N3  など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases.
日本の食べ物の中では、寿司やてんぷらなどが好きです。;Among Japanese foods, I like sushi, tempura and others.;N1 や　N2　など  N1, N2, among others.-- など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases.
夏休みはイタリヤやギリシャなどに行こうと思っています。;I'm thinking of going to Italy and Greece (and other plaes around there) over summer vacation.;N1 や　N2　など  N1, N2, among others.-- など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases.
「生」や「日」などの漢字は、読み方がたくさんあって、覚えるのが大変だ。;Kanji like 生 and 日 have a lot of different readings and it's hard to memorize (all of them).;N1 や　N2　など　（の／、）N3  など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases.
日本語には「いらっしゃいます」や「召し上がります」など、いろいろな敬語がある。;In Japanese, there are various honorific expressions, like irasshaimasu and meshiagarimasu.;N1 や　N2　など  N1, N2, among others.-- など indicates a list is not exhaustive. When 2+ items listed they are separated by や。 N1/N2 can be words or phrases.
漢字は日本語の勉強で最も大切なものの一つです。;Kanji is one of the most important things in the study of Japanese.;の一つです。 NはNP　{一つ／一人）だ。 X is one of the ~.
アラビア語は最も難しい言葉の一つだと言われています。;It is said that Arabic is one of the hardest languages to learn.;NはNPの一つだ。 N is one of NP.
読書は私が一番好きなことの一つだ。;Reading is one of my favorite things.;NはNPの一つだ。 N is one of NP.
モーツアルトは、最も人気がある作曲家（さっきょくか=composer)の一人だ。;Mozart is one of the most famous composers.;NはNPの一つだ。 N is one of NP.
あなたにとって、一番大切な人は誰ですか。;Who is the most important person to you?;"Nにとって This means ""to X; for X"" in a context where something (or someone) is important/useful/good/necessary/difficult etc. to X. X is usually a person, geographic unit or organization."
僕にとって、忘れない場所は、彼女と初めて会った喫茶店です。;One place that I'll never forget is the café where I first met my girlfriend.;"Nにとって This means ""to X; for X"" in a context where something (or someone) is important/useful/good/necessary/difficult etc. to X. X is usually a person, geographic unit or organization."
私にとって一番大切なものは私の猫だが、猫にとって一番大切なものは食べ物のようだ。;My cat is the most important thing in the world to me, but for my cat it seems like the most important thing in the world is food.;"Nにとって This means ""to X; for X"" in a context where something (or someone) is important/useful/good/necessary/difficult etc. to X. X is usually a person, geographic unit or organization."
ベートーベンは音楽家にとって最も大切な耳が聞こえなくなってしまったのに、あの有名な「第九シンフォニー」を作った。;Despite losing his hearing, which is the most important thing for a composer's work, Beethoven wrote his famous Ninth Symphony.;"Nにとって This means ""to X; for X"" in a context where something (or someone) is important/useful/good/necessary/difficult etc. to X. X is usually a person, geographic unit or organization."
ペンの代わりに鉛筆（えんぴつ）を使って書いてください。;Use a pencil instead of a pen to write, please.;Nの代わりに is used to present something/someone that is replacing or has replaced something/someone.
母が病気だったので、（母の）代わりに私が晩ご飯を作りました。;Because mom was ill, I made dinner instead.;Nの代わりに is used to present something/someone that is replacing or has replaced something/someone. When the context is clear, the Nの can be omitted, as we see here.
日本の若い人たちと友達になりたかったら、「です・ます」の話し方の代わりに、カジュアルな話し方で話したほうがいいよ。;If you want to make friends with young Japanese, you should use casual speech instead of the desu/masu form.;Nの代わりに is used to present something/someone that is replacing or has replaced something/someone. When the context is clear, the Nの can be omitted, as we see here.
最近、日本でも現金の代わりにカードを使う人が多くなった。;Recently, many people have begun using cards in place of cash in Japan, too.;Nの代わりに is used to present something/someone that is replacing or has replaced something/someone. When the context is clear, the Nの can be omitted, as we see here.
父は家族のためにいっしょうけんめい働いている。;Father works his hardest for the sake of his family.;"N/non-past,plain V (のために) indicates either purpose or reason/cause, and in certain contexts connotes ""for the benefit,"" which is the case here. It can translate to ""in order to; for the purpose of; for; for the sake of"""
私は健康のため、エレベーターに乗らないで階段を使うことにしています。;To maintain my health, I make a habit of taking the stairs instead of the elevator.;"N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"""
日本中を安く旅行するために、JRパスを買おうと思っている。;I'm thinking of buying a JR pass so that I can travel around Japan cheaply.;"N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"""
これは敬語の使い方を練習するためのサイトだ。;This is a site created to help people practice their keigo.;"N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"""
日本の会社で働きたいと思っている。そのためにはもっと日本語が上手にならなくてはいけない。;I want to work at a Japanese company. For that purpose, I need to become more skilled at Japanese.;"N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"""
コンピュータが壊れたために、レポートが書きませんでした。;Because my computer broke, I didn't write my report.;past,plainV のため（に） indicates cause or reason. It is more formal that から and ので。
勉強が忙しいため、友達と合う時間がない。;Because I'm busy with my studies, I don't have time to meet with my friends.;~(na) adjectiveのため（に） indicates cause or reason. It is more formal that から and ので。
トムさんは日本語が上手なため、ときどき通訳（つうやく=interpreter) を頼まれる（たのまれる）。;Due to Tom being good at Japanese, he is sometimes asked to be an interpreter.;~(i) adjective のため（に） indicates cause or reason. It is more formal that から and ので。
今年はあまり雪が降らない。そのためにスキーが出来ない。;There hasn't been much snow this year. Because of that, we can't go skiing.;"N/non-past,plainV (のために) indicates either purpose or reason/cause. It can translate to ""in order to; for the purpose of; for; for the sake of"""
九州か四国へ行く。 本か雑誌がある。 友達か家族と旅行に行く。;I will go either to kyushu or shikoku. There are either books or magazines. I will go travel with either my friends or family.;N1 か N2 (Prt)  is used to present two alternatives. In the case that the second alternative has a particle, the second か is dropped, as here.
東京から九州まで新幹線で行くか飛行機で行くか、まだ決めていないんです。;I haven't decided yet whether I'm going to go from Tokyo to Kyushu by bullet train or by plane.;"AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"""
今週中にメールを出すか電話をかけるかしますから、待っていて下さい。;I'll either e-mail you or call you some time this week, so please wait for that.;"AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"""
その店がおいしかったかまずかったか覚えていますか。;Do you remember whether (the food at) that store was delicious or bad?;"AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"""
最近のケータイは複雑すぎて、便利か便利じゃないか分からない。;Cell phones these days are so complicated that it's hard to say whether or not they are really useful.;"AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"""
私は毎朝ジュースか水を飲む。;I drink juice or water every morning.;"AかBか　 is used to present alternatives.  meaning: ""either A or B;"" ""whether A or B"""
その店、おいしいんでしょ。;That restaraunt is pretty good, isn't it?;"~でしょ is the shortened version of ~でしょう　which with a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture. Women traditionally use でしょう （the polite version of だろう）and in casual conversation it is shortened to でしょ。"
このケーキ、おいしいだろう。;This cake is good, isn't it?;"~だろうwith a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture.　Men use だろう, which is the informal of でしょう。In casual conversation the final う　tends to drop."
トムさんは昨日よく勉強していたから、今日の日本語の試験、簡単だったでしょ。;Tom, you studied hard last night, so I guess your Japanese test today was easy.;"~でしょ is the shortened version of ~でしょう　which with a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture. Women traditionally use でしょう （the polite version of だろう）and in casual conversation it is shortened to でしょ。"
このケーキ、おいしいだろう。有名な店で買ったんだ。高かったんだよ。;Don't you think this cake is great? I bought it at a famous shop. It was expensive.;"~だろうwith a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture.　Men use だろう, which is the informal of でしょう。In casual conversation the final う　tends to drop."
田中さんもあの映画、見たんですか？私も先週見たんですよ。とっても良かったでしょう。;You saw that movie, Mr. Tanaka? I saw it last week, too. Wasn't it great?;"~でしょ is the shortened version of ~でしょう　which with a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture. Women traditionally use でしょう （the polite version of だろう）and in casual conversation it is shortened to でしょ。"
明日のコンサート、一緒に行くだろう。;You're going with me to the concert tomorrow, right?;"~だろうwith a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture.　Men use だろう, which is the informal of でしょう。In casual conversation the final う　tends to drop."
明日はほかの約束があるから、行かないって言ったでしょ。忘れたの？;I told you that I've already got plans, so I can't go. Did you forget?;"~でしょ is the shortened version of ~でしょう　which with a rising intonation is used to elicit the hearer's confirmation; with a falling intonation indicates conjecture. Women traditionally use でしょう （the polite version of だろう）and in casual conversation it is shortened to でしょ。"
最近、若い人の間で言葉の使い方に変化がみられる。;You can see changed recently in the way young people are using language.;"Nが見られる。 uses the passive form of 見る which is ""be observed,"" and also ""can observe/see."" Directly means: (something) is observed; (one) can see/observe"
挨拶の仕方にも文化の違いがみられます。;One can observe cultural differences in the way people greet each other, too.;"Nが見られる。 uses the passive form of 見る which is ""be observed,"" and also ""can observe/see."" Directly means: (something) is observed; (one) can see/observe"
これは、１年生の学生によく見られる間違いです。;This is a mistake that can often be observed among first year students.;"Nが見られる。 uses the passive form of 見る which is ""be observed,"" and also ""can observe/see."" Directly means: (something) is observed; (one) can see/observe"
スポーツジムに行くようになってから、毎朝、早く起きるようになりました。;Since I started going to the gym, I've begun waking up early each morning.;"V.plain.nonpast.(often volitional form, as here) ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does (or can do) something or does not (or cannot do) something. Meaning: ""come to (be able to)"
日本人の友達ができてから、日本語が上手に話せるようになった。;Ever since making Japanese friends, I have come to be able to speak Japanese more skillfully.;"V.plain.nonpast.(often volitional form, as here) ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does (or can do) something or does not (or cannot do) something. Meaning: ""come to (be able to)"
この日本語練習サイトを使うと、文法がもっとよくわかるようになるでしょう。;If you use this Japanese practice site, I think you'll have a much better understanding of grammar.;"V.plain.nonpast.(often volitional form, as here) ようになる。 indicates a gradual change over a period of time; it means someone/thing comes to the point where he/she does (or can do) something or does not (or cannot do) something. Meaning: ""come to (be able to)"
